,sample_id,replica,collection_date,complete_name,country,city,plant,study_accession,sample_accession,experiment_accession,total_reads,scientific_name,sample,pH,Temperature_C,Dissolved_Oxygen_mg_L,Conductivity_uS_cm,BOD_mg_L,Ammonia_NH4_mg_L,Phosphate_PO4_mg_L,DOC_mg_L
192,1007275,1,9/28/19,DTU_2020_1007275_1_MG_RL_CPH_Sewage_1_586,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118085,ERX11886831,11444943,wastewater metagenome,ERR12510790,7.43,9.3,1.4,1311,225,47.5,12.2,89.3
193,1007203,1,2/4/20,DTU_2020_1007203_1_MG_RL_CPH_Sewage_628,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118086,ERX11886739,11848005,wastewater metagenome,ERR12510698,7.76,6.6,1.41,1148,249,52.6,11.6,97.7
194,1007200,1,2/29/20,DTU_2020_1007200_1_MG_RL_CPH_Sewage_625,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118087,ERX11886736,4866267,wastewater metagenome,ERR12510695,7.54,4.4,2.18,1184,243,55.6,12.3,111.5
195,1007209,1,2/19/20,DTU_2020_1007209_1_MG_RL_CPH_Sewage_634,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118088,ERX11886745,9123546,wastewater metagenome,ERR12510704,7.43,7.5,1.58,1350,142,60.4,8.7,93.4
196,1007249,1,6/29/20,DTU_2020_1007249_1_MG_RL_CPH_Sewage_710,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118089,ERX11886800,11509850,wastewater metagenome,ERR12510759,7.27,20.1,1.18,1442,253,55.1,11.5,101.5
197,1007236,1,5/28/20,DTU_2020_1007236_1_MG_RL_CPH_Sewage_683,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118090,ERX11886782,7549709,wastewater metagenome,ERR12510741,7.09,11.6,1.67,1174,205,46.4,10.1,133.9
198,1007180,2,11/17/19,DTU_2020_1007180_2_MG_RL_CPH_Sewage_602,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118064,ERX11886706,7768580,wastewater metagenome,ERR12510665,7.11,10.3,0.97,1108,199,51.6,8.6,71.9
199,1007219,1,3/12/20,DTU_2020_1007219_1_MG_RL_CPH_Sewage_646,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118091,ERX11886759,10822698,wastewater metagenome,ERR12510718,7.49,9.7,0.83,981,188,36,10.6,126.8
200,1007272,2,8/27/20,DTU_2020_1007272_2_MG_RL_CPH_Sewage_740,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118074,ERX11886827,1582651,wastewater metagenome,ERR12510786,7.26,18.2,1.07,1232,170,39.4,8.4,121.5
201,1007258,1,7/23/20,DTU_2020_1007258_1_MG_RL_CPH_Sewage_719,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118092,ERX11886809,12219952,wastewater metagenome,ERR12510768,7.28,20.9,0.52,973,128,29.3,10.5,110.2
202,1007230,2,5/5/20,DTU_2020_1007230_2_MG_RL_CPH_Sewage_662,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118080,ERX11886774,4056675,wastewater metagenome,ERR12510733,7.18,13.3,0.86,1442,236,39.9,8.2,57
203,1007186,2,12/2/19,DTU_2020_1007186_2_MG_RL_CPH_Sewage_608,Denmark,Copenhagen,Rensningsanlaeg Lynetten,PRJEB68319,SAMEA115118061,ERX11886718,9286789,wastewater metagenome,ERR12510677,7.05,5.7,1.45,1212,241,49.8,10.3,138.8
204,1015068,1,3/23/21,DTU_2022_1015068_1_MG_IT_BO_210323_GSL_856,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117855,ERX11886936,10470338,wastewater metagenome,ERR12510895,7.48,17.1,0.81,1506,209,49.6,10.6,87.8
205,1014216,1,3/12/20,DTU_2022_1014216_1_MG_IT_BO_200312_GSL_34,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117856,ERX11886911,2353490,wastewater metagenome,ERR12510870,7.53,13.3,0.79,1369,195,26.9,8.9,101.9
206,1014228,1,6/1/20,DTU_2022_1014228_1_MG_IT_BO_200601_GSL_64,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117857,ERX11886917,7330001,wastewater metagenome,ERR12510876,7.82,24.5,0.45,1545,217,36.8,13.6,76.1
207,1014220,1,4/7/20,DTU_2022_1014220_1_MG_IT_BO_200407_GSL_60,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117858,ERX11886913,7723436,wastewater metagenome,ERR12510872,7.33,16.5,1.36,1362,212,44.1,9.7,116.2
208,1014231,1,6/23/20,DTU_2022_1014231_1_MG_IT_BO_200623_GSL_139,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117859,ERX11886918,12283633,wastewater metagenome,ERR12510877,7.83,23.4,0.2,1555,245,33.3,9.2,77.9
209,1014224,1,5/5/20,DTU_2022_1014224_1_MG_IT_BO_200505_GSL_74,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117861,ERX11886915,15041315,wastewater metagenome,ERR12510874,7.69,14.5,1.32,1609,178,40.3,6.6,83.9
210,1015062,1,2/2/21,DTU_2022_1015062_1_MG_IT_BO_210202_GSL_764,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117862,ERX11886933,13804913,wastewater metagenome,ERR12510892,7.19,10.4,1.26,1396,261,48.5,10.8,120.5
211,1015050,1,11/10/20,DTU_2022_1015050_1_MG_IT_BO_201110_GSL_299,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117863,ERX11886927,13388636,wastewater metagenome,ERR12510886,7.5,14.8,1.33,1384,196,52,9.5,132
212,1015041,1,9/8/20,DTU_2022_1015041_1_MG_IT_BO_200908_GSL_211,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117864,ERX11886923,15326843,wastewater metagenome,ERR12510882,7.67,13.6,1.37,1576,215,54.1,10.9,68.6
213,1015047,1,10/20/20,DTU_2022_1015047_1_MG_IT_BO_201020_GSL_294,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117865,ERX11886926,16104755,wastewater metagenome,ERR12510885,7.54,12.2,2.19,1735,226,59,6.4,89.1
214,1015039,1,8/25/20,DTU_2022_1015039_1_MG_IT_BO_200825_GSL_209,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117866,ERX11886922,14937996,wastewater metagenome,ERR12510881,7.46,25.1,0.61,1103,230,33.4,10.5,141.5
215,1015056,1,12/22/20,DTU_2022_1015056_1_MG_IT_BO_201222_GSL_420,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117867,ERX11886930,12767818,wastewater metagenome,ERR12510889,7.43,4.2,1.94,1694,201,59,9.1,127.9
216,1015058,1,1/5/21,DTU_2022_1015058_1_MG_IT_BO_210105_GSL_423,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117868,ERX11886931,16082012,wastewater metagenome,ERR12510890,7.56,5.7,1.69,1563,254,57.5,9.2,135.4
217,1014226,1,5/18/20,DTU_2022_1014226_1_MG_IT_BO_200518_GSL_36,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117869,ERX11886916,14122310,wastewater metagenome,ERR12510875,7.41,15.9,0.95,1396,245,41.6,6.5,125.2
218,1014218,1,3/24/20,DTU_2022_1014218_1_MG_IT_BO_200324_GSL_59,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117870,ERX11886912,12954093,wastewater metagenome,ERR12510871,7.35,14,1.35,1080,326,50.4,10.4,98.9
219,1015037,1,8/6/20,DTU_2022_1015037_1_MG_IT_BO_200806_GSL_189,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117871,ERX11886921,14155517,wastewater metagenome,ERR12510880,7.66,26.8,1.02,1413,192,40.8,9.6,122.7
220,1015054,1,12/10/20,DTU_2022_1015054_1_MG_IT_BO_201210_GSL_417,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117872,ERX11886929,13678666,wastewater metagenome,ERR12510888,7.66,3.6,1.58,1397,234,64,11.9,114.5
221,1015043,1,9/22/20,DTU_2022_1015043_1_MG_IT_BO_200922_GSL_291,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117873,ERX11886924,14024181,wastewater metagenome,ERR12510883,7.16,12.5,1.25,1529,238,59.1,11.5,110.3
222,1015045,1,10/8/20,DTU_2022_1015045_1_MG_IT_BO_201008_GSL_409,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117874,ERX11886925,13248762,wastewater metagenome,ERR12510884,7.7,14.6,1.8,1578,228,57.8,12.1,99.5
223,1015060,1,1/19/21,DTU_2022_1015060_1_MG_IT_BO_210119_GSL_725,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117875,ERX11886932,13403968,wastewater metagenome,ERR12510891,7.31,7.8,1.23,1378,218,52.5,6.2,134.3
224,1015033,1,7/9/20,DTU_2022_1015033_1_MG_IT_BO_200709_GSL_142,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117876,ERX11886919,14048232,wastewater metagenome,ERR12510878,7.66,24.8,1.18,1159,169,35.8,8.1,116.6
225,1015072,1,4/27/21,DTU_2022_1015072_1_MG_IT_BO_210427_GSL_860,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117877,ERX11886938,16753217,wastewater metagenome,ERR12510897,7,14.6,1.05,1214,202,44.2,12.7,73.8
226,1015070,1,4/13/21,DTU_2022_1015070_1_MG_IT_BO_210413_GSL_857,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117878,ERX11886937,12834455,wastewater metagenome,ERR12510896,7.95,15.3,1.3,1431,180,48.5,8.1,109.5
227,1015066,1,3/9/21,DTU_2022_1015066_1_MG_IT_BO_210309_GSL_795,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117879,ERX11886935,15033718,wastewater metagenome,ERR12510894,8.19,16.6,0.96,1324,199,27.8,8.6,91.8
228,1014222,1,4/21/20,DTU_2022_1014222_1_MG_IT_BO_200421_GSL_105,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117880,ERX11886914,10663243,wastewater metagenome,ERR12510873,7.29,15.2,1.25,1400,200,39.4,10.3,116.5
229,1015064,1,2/23/21,DTU_2022_1015064_1_MG_IT_BO_210223_GSL_793,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117881,ERX11886934,2624946,wastewater metagenome,ERR12510893,7.42,7,0.96,1277,231,62,10.5,133.9
230,1015052,1,11/26/20,DTU_2022_1015052_1_MG_IT_BO_201126_GSL_414,Italy,Bologna,Gruppo HERA,PRJEB68319,SAMEA115117882,ERX11886928,14695178,wastewater metagenome,ERR12510887,7.6,13.8,1.46,1440,177,35.5,9.7,128.5
231,1014095,1,8/17/20,DTU_2022_1014095_1_MG_HU_BU_3_200817_GSL_262,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117883,ERX11886853,14342523,wastewater metagenome,ERR12510812,7.51,23.4,0.84,1130,175,39.5,11.2,124.1
232,1014120,1,1/18/21,DTU_2022_1014120_1_MG_HU_BU_3_210118_GSL_749,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117884,ERX11886862,11224801,wastewater metagenome,ERR12510821,7.2,4.3,1.74,883,158,50.6,7.6,119.8
233,1014129,1,3/15/21,DTU_2022_1014129_1_MG_HU_BU_3_210315_GSL_803,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117885,ERX11886866,596449,wastewater metagenome,ERR12510825,7.56,12.3,0.93,1145,225,32.9,12.1,98.5
234,1014086,1,6/29/20,DTU_2022_1014086_1_MG_HU_BU_3_200629_GSL_160,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117886,ERX11886848,16437392,wastewater metagenome,ERR12510807,6.81,20.4,1.13,1156,164,35,12.3,76.2
235,1014103,1,10/5/20,DTU_2022_1014103_1_MG_HU_BU_3_201005_GSL_338,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117887,ERX11886856,10229285,wastewater metagenome,ERR12510815,7.36,10.6,1.37,1190,178,53.7,10.1,80
236,1014114,1,12/7/20,DTU_2022_1014114_1_MG_HU_BU_3_201207_GSL_604,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117888,ERX11886860,2310437,wastewater metagenome,ERR12510819,7.14,4.2,1.1,716,242,74.3,11.6,129.6
237,1014124,1,2/15/21,DTU_2022_1014124_1_MG_HU_BU_3_210215_GSL_772,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117889,ERX11886864,10999646,wastewater metagenome,ERR12510823,7.34,5,1.03,1267,279,60.7,10.9,130.4
238,1014083,1,5/25/20,DTU_2022_1014083_1_MG_HU_BU_3_200525_GSL_67,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117890,ERX11886847,1483265,wastewater metagenome,ERR12510806,7.11,13.9,0.57,1115,262,32.1,7.1,103.3
239,1014131,1,3/29/21,DTU_2022_1014131_1_MG_HU_BU_3_210329_GSL_818,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117891,ERX11886867,11365566,wastewater metagenome,ERR12510826,7.26,13.3,0.71,1323,136,35.4,9.8,67.1
240,1014121,1,1/25/21,DTU_2022_1014121_1_MG_HU_BU_3_210125_GSL_750,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117892,ERX11886863,623071,wastewater metagenome,ERR12510822,7.21,7.5,1.59,911,225,52,9.4,155.6
241,1014125,1,2/22/21,DTU_2022_1014125_1_MG_HU_BU_3_210222_GSL_776,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117893,ERX11886865,11211125,wastewater metagenome,ERR12510824,7.26,3.3,1.7,1271,313,46.9,8.4,104.8
242,1014106,1,10/27/20,DTU_2022_1014106_1_MG_HU_BU_3_201027_GSL_346,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117894,ERX11886857,378915,wastewater metagenome,ERR12510816,7.45,12.7,1.47,1052,206,48.3,14.2,67.8
243,1014111,1,11/23/20,DTU_2022_1014111_1_MG_HU_BU_3_201123_GSL_599,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117895,ERX11886859,9075956,wastewater metagenome,ERR12510818,7.2,15,1.42,1046,193,66,5.6,130.7
244,1014099,1,9/15/20,DTU_2022_1014099_1_MG_HU_BU_3_200915_GSL_326,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117896,ERX11886855,4640527,wastewater metagenome,ERR12510814,7.09,11.6,1.74,860,218,71.2,7.3,103.8
245,1014138,1,5/17/21,DTU_2022_1014138_1_MG_HU_BU_3_210517_GSL_948,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117897,ERX11886871,10953587,wastewater metagenome,ERR12510830,7.2,13.6,0.54,1173,272,40.5,11.4,74.1
246,1014089,1,7/6/20,DTU_2022_1014089_1_MG_HU_BU_3_200706_GSL_168,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117898,ERX11886850,1376102,wastewater metagenome,ERR12510809,7.57,22.7,0.94,1053,200,32,11.2,117.6
247,1014117,1,12/28/20,DTU_2022_1014117_1_MG_HU_BU_3_201228_GSL_715,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117899,ERX11886861,8465969,wastewater metagenome,ERR12510820,7.27,4.3,1.33,1090,334,53,9.3,117
248,1014098,1,9/7/20,DTU_2022_1014098_1_MG_HU_BU_3_200907_GSL_274,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117900,ERX11886854,6966236,wastewater metagenome,ERR12510813,7.04,11.7,2.03,1313,176,40.1,12,86.3
249,1014137,1,4/4/21,DTU_2022_1014137_1_MG_HU_BU_3_210404_GSL_944,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117901,ERX11886870,2827476,wastewater metagenome,ERR12510829,7.42,10,0.32,1210,201,34.4,9.2,113.7
250,1014087,1,6/1/20,DTU_2022_1014087_1_MG_HU_BU_3_200601_GSL_166,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117902,ERX11886849,10357244,wastewater metagenome,ERR12510808,7.69,22.9,0.2,1343,204,34.8,7.3,96.2
251,1014135,1,5/4/21,DTU_2022_1014135_1_MG_HU_BU_3_210504_GSL_911,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117903,ERX11886869,8469231,wastewater metagenome,ERR12510828,7.58,12.8,0.22,1098,150,44.9,11.8,91.6
252,1014107,1,11/3/20,DTU_2022_1014107_1_MG_HU_BU_3_201103_GSL_404,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117904,ERX11886858,5793847,wastewater metagenome,ERR12510817,7.31,12.3,1.66,1285,157,60.4,12.4,64.4
253,1014082,1,5/18/20,DTU_2022_1014082_1_MG_HU_BU_3_200518_GSL_42,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117905,ERX11886846,3377412,wastewater metagenome,ERR12510805,7.18,12.2,0.94,1027,173,42.3,7.8,78.3
254,1014093,1,8/3/20,DTU_2022_1014093_1_MG_HU_BU_3_200803_GSL_242,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117906,ERX11886852,9949894,wastewater metagenome,ERR12510811,7.37,20.3,0.99,841,173,51.6,8,90.7
255,1014134,1,4/26/21,DTU_2022_1014134_1_MG_HU_BU_3_210426_GSL_907,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117907,ERX11886868,12205274,wastewater metagenome,ERR12510827,7.14,14.2,0.56,1313,270,49.8,10.2,83.8
256,1014091,1,7/27/20,DTU_2022_1014091_1_MG_HU_BU_3_200721_GSL_198,Hungary,Budapest,Budapesti Központi Szennyvíztisztító Telep,PRJEB68319,SAMEA115117908,ERX11886851,10502064,wastewater metagenome,ERR12510810,7.3,22.8,1.36,1198,140,50.4,8,92.3
257,1015089,1,7/14/20,DTU_2022_1015089_1_MG_IT_RO_200714_GSL_353,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117909,ERX11886947,2704426,wastewater metagenome,ERR12510906,8.38,31,1.04,1423,221,49.1,9.4,135.9
258,1015094,1,8/26/20,DTU_2022_1015094_1_MG_IT_RO_200826_GSL_358,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117910,ERX11886950,5352461,wastewater metagenome,ERR12510909,7.77,28.7,0.97,1576,175,37.5,7.8,108.8
259,1015096,1,9/8/20,DTU_2022_1015096_1_MG_IT_RO_200908_GSL_360,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117911,ERX11886951,8356424,wastewater metagenome,ERR12510910,8.02,16.7,1.5,1550,156,51.9,11.4,117
260,1015077,1,4/14/20,DTU_2022_1015077_1_MG_IT_RO_200414_GSL_5,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117912,ERX11886941,11116685,wastewater metagenome,ERR12510900,7.22,15.9,0.66,1584,223,46,10.1,100.1
261,1015087,1,6/30/20,DTU_2022_1015087_1_MG_IT_RO_200630_GSL_351,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117913,ERX11886946,729590,wastewater metagenome,ERR12510905,7.71,29,1,1371,114,50.8,9,82.7
262,1015075,1,3/31/20,DTU_2022_1015075_1_MG_IT_RO_200331_GSL_3,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117914,ERX11886940,7401416,wastewater metagenome,ERR12510899,7.86,15.4,1.05,1553,145,51.7,10.5,92.6
263,1015100,1,10/6/20,DTU_2022_1015100_1_MG_IT_RO_201006_GSL_364,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117915,ERX11886953,8717459,wastewater metagenome,ERR12510912,7.7,13.3,1.09,1247,139,63.9,8.7,130.7
264,1015085,1,6/16/20,DTU_2022_1015085_1_MG_IT_RO_200616_GSL_91,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117916,ERX11886945,11710278,wastewater metagenome,ERR12510904,7.32,25.4,1.29,1427,178,43.3,11,122.3
265,1015078,1,4/21/20,DTU_2022_1015078_1_MG_IT_RO_200421_GSL_84,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117917,ERX11886942,11443276,wastewater metagenome,ERR12510901,7.27,15.5,0.63,1489,161,34.3,10.7,99
266,1015081,1,5/12/20,DTU_2022_1015081_1_MG_IT_RO_200512_GSL_87,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117918,ERX11886943,12120369,wastewater metagenome,ERR12510902,7.54,14.9,0.43,1584,241,27.2,8.1,70.1
267,1015083,1,5/26/20,DTU_2022_1015083_1_MG_IT_RO_200526_GSL_89,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117919,ERX11886944,16555477,wastewater metagenome,ERR12510903,7.24,15.9,0.43,1299,208,42.6,8.6,103.5
268,1015098,1,9/22/20,DTU_2022_1015098_1_MG_IT_RO_200922_GSL_362,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117920,ERX11886952,15303532,wastewater metagenome,ERR12510911,8.02,15.6,2.04,1255,233,61.5,7.7,116.4
269,1015105,1,11/10/20,DTU_2022_1015105_1_MG_IT_RO_201110_GSL_369,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117921,ERX11886955,19923388,wastewater metagenome,ERR12510914,7.37,14.3,1.91,1491,222,57.7,10.8,73.5
270,1015107,1,11/24/20,DTU_2022_1015107_1_MG_IT_RO_201124_GSL_371,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117922,ERX11886956,11839891,wastewater metagenome,ERR12510915,7.54,17.8,1.48,1220,221,59.6,9.9,122.5
271,1015109,1,12/9/20,DTU_2022_1015109_1_MG_IT_RO_201209_GSL_373,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117923,ERX11886958,13475108,wastewater metagenome,ERR12510917,7.35,10.8,1.49,1424,259,52,9.7,146.5
272,1015073,1,3/17/20,DTU_2022_1015073_1_MG_IT_RO_200317_GSL_1,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117924,ERX11886939,12171587,wastewater metagenome,ERR12510898,8.04,13.6,1.35,1256,228,38,10.5,105.9
273,1015093,1,8/13/20,DTU_2022_1015093_1_MG_IT_RO_200813_GSL_357,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117925,ERX11886949,11320197,wastewater metagenome,ERR12510908,7.43,26.8,0.43,1325,197,36.3,11.4,129.7
274,1015091,1,7/31/20,DTU_2022_1015091_1_MG_IT_RO_200731_GSL_355,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117926,ERX11886948,485854,wastewater metagenome,ERR12510907,7.72,28.4,0.99,1461,230,45.9,7.5,117.4
275,1015103,1,10/27/20,DTU_2022_1015103_1_MG_IT_RO_201027_GSL_367,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117927,ERX11886954,12202123,wastewater metagenome,ERR12510913,7.61,14.9,1.77,1419,243,73.9,8.4,72.4
276,1015108,1,12/1/20,DTU_2022_1015108_1_MG_IT_RO_201201_GSL_372,Italy,Rome,ATO2 Wastewater Treatment Plant,PRJEB68319,SAMEA115117928,ERX11886957,12035758,wastewater metagenome,ERR12510916,7.54,11.1,2.08,1249,278,50.2,13.4,169.9
